問題発見日,記入者,ユニットコード,図品番,不具合内容,対策内容,発生タイミング,項目,設計回答日,設計回答者,完了予定日,図面修正完了日,対策品集合日,対策完了日,blank,SEで見切るべき,SEで見れない,設計未対応,発生タイミング,項目,サイレン,組付課名,管理番号,製作番号,基盤,設備名,日付差,対策完了日,担当組付課,機種コード,担当設計室
2025/12/10,丸本,BHA633(コイル挿入),3,"肩当部に面取りが入っていない為、肩当できない
→グラインダーで追加工をしました。",ありがとうございます,U組付,,2025/12/11,島本SN,2025/12/11,,,2025/12/11,,,,,U組付,,,第2組付課,9W70435,22246,,P3コイル挿入手治具,2,2025/12/11,QEF12,BK1005,QE630
2025/12/10,丸本,BHA633(コイル挿入),3,"台形ねじとナットの締付が出来ない。
→パイレンで把持して締付",すいません、対応ありがとうございます。号口のボールねじは2面幅つけます,U組付,,2025/12/11,島本SN,2025/12/11,,,2025/12/16,,,,,U組付,,,第2組付課,9W70435,22246,,P3コイル挿入手治具,2,2025/12/11,QEF12,BK1005,QE630
2025/12/11,相見,BHA633(コイル挿入),506K,"シャフト先端のボルトを締結する際の回り止めが無い。
→パイプレンチで把持して締結",すいません、対応ありがとうございます。,U組付,,2025/12/11,島本SN,2025/12/11,,,2025/12/11,,,,,U組付,,,第2組付課,9W70435,22246,,P3コイル挿入手治具,1,2025/12/11,QEF12,BK1005,QE630
2025/12/11,相見,BHA633(コイル挿入),29,"原点合わせピン（TTC431-020）とマスター
（CAU128-003）を交換する際
チャックユニットを分解する必要があるためやり難い。",ﾕﾆｯﾄの組図に注記つけます,U組付,,2025/12/18,島本SN,2025/12/18,,,2025/12/18,,,,,U組付,,,第2組付課,9W70435,22246,,P3コイル挿入手治具,6,2025/12/18,QEF12,BK1005,QE630
2025/12/11,相見,BHA633(コイル挿入),29,"分解時ノックピンの取り外しが難しい。
→下面からもアクセス出来るように…など",ショット図お願いします,U組付,要望,2025/12/11,島本SN,2025/12/11,,,2025/12/11,,,,,U組付,要望,,第2組付課,9W70435,22246,,P3コイル挿入手治具,1,2025/12/11,QEF12,BK1005,QE630
2025/12/11,丸本,BHA633(コイル挿入),25,カムリングのピッチをずらしても００８と干渉する。,六角支柱手配します(干渉するまで動かす必要ないので),U組付,設計不良,2025/12/11,島本SN,2025/12/18,,,2025/12/18,,,,,U組付,設計不良,,第2組付課,9W70435,22246,,P3コイル挿入手治具,6,2025/12/18,QEF12,BK1005,QE630
2025/12/12,丸本,HVB270(ベース),1,角部が鋭利な為、切創の恐れ,"ヤスリで面取り実施(組付課)
すいません、気を付けます",U組付,設計不良,2025/12/12,島本SN,2025/12/12,,ー,2025/12/12,,,,,U組付,設計不良,,第2組付課,9W70435,22246,,P3コイル挿入手治具,1,2025/12/12,QEF12,BK1005,QE630
2025/12/15,丸本,HVB270(ベース),1,LM取付面が荒い。規格に入っている？,加工が良くないです、今回はこれでお願いします(現状のまま),U組付,設計不良,2025/12/15,島本SN,ー,ー,ー,2025/12/15,,,,,U組付,設計不良,,第2組付課,9W70435,22246,,P3コイル挿入手治具,18,2026/1/7,QEF12,BK1005,QE630
2025/12/15,丸本,HVB270(ベース),501k,"モーションタイトボルトにスプリングワッシャが入っている。
→ワッシャなしで取付",すいません、対応ありがとうございます。,U組付,設計不良,2025/12/15,島本SN,2025/12/15,,,2025/12/15,,,,,U組付,設計不良,,第2組付課,9W70435,22246,,P3コイル挿入手治具,1,2025/12/15,QEF12,BK1005,QE630
2025/12/15,丸本,HVB270(ベース),501k,モーションタイトボルトになっていませんが問題はありませんか？,号口品で使用しないので今回はこれでお願いします(現状のまま),U組付,設計不良,2025/12/15,島本SN,2025/12/15,ー,ー,2025/12/16,,,,,U組付,設計不良,,第2組付課,9W70435,22246,,P3コイル挿入手治具,1,2025/12/15,QEF12,BK1005,QE630
2025/12/15,丸本,HVB270(ベース),1,"LMガイドナットがベース黒革面と干渉
ﾌﾟﾚｰﾄの厚みが17㎜に対して19㎜ある。","加工課が現場に来てサンダーで干渉部を
削って対応した",U組付,加工ミス,2025/12/15,島本SN,2025/12/16,ー,ー,2025/12/16,,,,,U組付,加工ミス,,第2組付課,9W70435,22246,,P3コイル挿入手治具,2,2025/12/16,QEF12,BK1005,QE630
2025/12/15,相見,CAU128(マスタ),5,"タップ深さに対してボルトが長い
→TA-BA-4×12をTA-BA-4×10に変更",すいません、対応ありがとうございます。,U組付,設計不良,2025/12/15,島本SN,2025/12/15,,ー,2025/12/15,,,,,U組付,設計不良,,第2組付課,9W70435,22246,,P3コイル挿入手治具,1,2025/12/15,QEF12,BK1005,QE630
2025/12/15,高山EX,CAU128(マスタ),11,外径チャック出代マスター治具ブロック(MVBLK-SSM-４AU-ZAZYY)の肩当て機構もしくは位置決めピンがほしい(位置決めが難しい),今回は対応できないです、すいません。号口では対応します,U組付,,,島本SN,2026/4/1,,,2026/4/1,,,,,U組付,,,第2組付課,9W70435,22246,,P3コイル挿入手治具,78,2026/4/1,QEF12,BK1005,QE630
2025/12/16,丸本,CAU128(マスタ),11,"測定時に位相方向の位置決めが欲しい
他のカフサにピンを入れて位置決め出来る構造",今回は対応できないです、すいません。号口では対応します,U組付,設計不良,2025/12/16,島本SN,2026/4/1,,,2026/4/1,,,,,U組付,設計不良,,第2組付課,9W70435,22246,,P3コイル挿入手治具,77,2026/4/1,QEF12,BK1005,QE630
2025/12/17,相見,CAU128(マスタ),5,No.23同様、005の位置決めが無い,今回は対応できないです、すいません。号口では対応します,U組付,,,島本SN,2026/4/1,,,2026/4/1,,,,,U組付,,,第2組付課,9W70435,22246,,P3コイル挿入手治具,76,2026/4/1,QEF12,BK1005,QE630
2025/12/17,相見,CAU128(マスタ),504K,"デジマチックの数値表示面が下向きで
数値が確認し難い",今回は対応できないです、すいません。号口では対応します,U組付,要望,,島本SN,2026/4/1,,,2026/4/1,,,,,U組付,要望,,第2組付課,9W70435,22246,,P3コイル挿入手治具,76,2026/4/1,QEF12,BK1005,QE630
2025/12/17,高山EX,CAU128(マスタ),12,外径チャック出代測定で測定治具をセットする際､矢じりの間に測定子がはまっているか確認しずらい,号口品は下のブロックにピン穴つけて止まり穴にしま抜き窓追加検討します,U組付,,,島本SN,2026/4/1,,,2026/4/1,,,,,U組付,,,第2組付課,9W70435,22246,,P3コイル挿入手治具,76,2026/4/1,QEF12,BK1005,QE630
2025/12/17,高山EX,BHA633(コイル挿入),30,リングシムを追加する際、ボルトにはめにくい,すいません、今回はこれでお願いします（号口はフル現合します）,U組付,,2025/12/18,島本SN,2025/12/18,,,2025/12/18,,,,,U組付,,,第2組付課,9W70435,22246,,P3コイル挿入手治具,2,2025/12/18,QEF12,BK1005,QE630
2025/12/16,福田EX,HVB270(ベース),1,"LMガイドの走り測定時、両方肩当状態だと
0.13の走り精度でNG(ねらいは0.02の走り精度)","基準側のLMガイドに沿って相手側の走り
精度を手修正した(±0.02の走り精度)",総組付,ー,2025/12/16,島本SN,2025/12/16,ー,ー,2025/12/16,,,,,総組付,ー,,第2組付課,9W70435,22246,,P3コイル挿入手治具,1,2025/12/16,QEF12,BK1005,QE630
2025/12/16,福田EX,HVB270(ベース),1,"LMガイドの面ぶれ測定時、基準側に沿って相手側を
測定した所-0.09～＋0.64(0.73)となっており、
ベースがひずんでいて精度が入っていなさそう","今回は現状のまま対応(手治具の為)
加工課の方が来て相談を実施、今後同様の
ベースを造る際に加工指示などすり合わせを行った",総組付,ー,2025/12/16,島本SN,2025/12/16,ー,ー,2025/12/17,,,,,総組付,ー,,第2組付課,9W70435,22246,,P3コイル挿入手治具,1,2025/12/16,QEF12,BK1005,QE630
2025/12/16,福田EX,HVB270(ベース),"11,012",ピン穴にバリが有ガイドピンが入らなかった,リーマを立てて手修正実施,総組付,加工ミス,2025/12/16,島本SN,2025/12/16,ー,ー,2025/12/16,,,,,総組付,加工ミス,,第2組付課,9W70435,22246,,P3コイル挿入手治具,1,2025/12/16,QEF12,BK1005,QE630
2025/12/16,福田EX,HVB270(ベース),5,"SRS12SQZSS＋１４５LMのLMガイドがナット1個の
物だった為HVB270-013の部品が正しく組付出来ない(CAD図ではナットが2個になっている)","現状は1個のLMガイドナットで組付実施
後で交換する為ナットが2個の物を手配する",総組付,設計不良,2025/12/16,島本SN,2025/12/18,,,2025/12/18,,,,,総組付,設計不良,,第2組付課,9W70435,22246,,P3コイル挿入手治具,3,2025/12/18,QEF12,BK1005,QE630
2025/12/17,福田EX,HVB270(ベース),18,"ハンドルのストッパクランプの固定ボルトを締めると
軸の芯と位置関係がずれてしまいハンドルを回した時に
固くなってしまう",対策品考えます,総組付,設計不良,2025/12/17,島本SN,2026/1/23,,,,,,,,総組付,設計不良,中,第2組付課,9W70435,22246,,P3コイル挿入手治具,28,2026/1/23,QEF12,BK1005,QE630
2025/12/17,福田EX,HVB270(ベース),20,"ハンドルの軸が固定されていない為引っ張れてしまう
(アクチュエーターの連結部が外れてしまう)",今回の機構だと対応できないので今後の手治具で似たようなものを作る際は対策織り込みます,総組付,設計不良,2025/12/17,島本SN,2025/12/18,,,2025/12/18,,,,,総組付,設計不良,,第2組付課,9W70435,22246,,P3コイル挿入手治具,2,2025/12/18,QEF12,BK1005,QE630
2025/12/18,相見,CAC102(測定ユニット),9,"穴に対して僅かにダイヤピンが長く
0.2～0.3mmほどピンが浮いてしまう",それであれば大丈夫です、そのままでお願いします,U組付,設計不良,2025/12/18,島本SN,2025/12/18,,,2025/12/18,,,,,U組付,設計不良,,第2組付課,9W70435,22246,,P3コイル挿入手治具,1,2025/12/18,QEF12,BK1005,QE630
2025/12/18,相見,CAC102(測定ユニット),9,"009のブロックを取り付ける際
肩当て部に0.01mmのスキミゲージが入る",それであれば大丈夫です、そのままでお願いします,U組付,,2025/12/18,島本SN,2025/12/18,,,2025/12/18,,,,,U組付,,,第2組付課,9W70435,22246,,P3コイル挿入手治具,1,2025/12/18,QEF12,BK1005,QE630
2025/12/18,丸本,KUQ109(整列治具),HVB270-026,ハンドルを回した際に手を挟む恐れ,今回はすみませんが現状のままでお願いします,U組付,設計不良,2026/1/8,牧原,2026/1/8,,,2026/1/8,,,,,U組付,設計不良,,第2組付課,9W70435,22246,,P3コイル挿入手治具,16,2026/1/8,QEF12,BK1005,QE630
2025/12/18,丸本,KUQ109(整列治具),HVB270-020,ハンドルが回しづらい,クランプ取付交換対応します,U組付,設計不良,2026/1/8,牧原,2026/1/23,,,,,,,,U組付,設計不良,中,第2組付課,9W70435,22246,,P3コイル挿入手治具,27,2026/1/23,QEF12,BK1005,QE630
2025/12/18,丸本,KUQ109(整列治具),HVB270-020,"ハンドルが回していくうちに抜けてくる
抜け止めをお願いします",抜け止めシャフトに交換対応します,U組付,設計不良,2026/1/8,牧原,2026/4/1,,,,,,,,U組付,設計不良,中,第2組付課,9W70435,22246,,P3コイル挿入手治具,75,2026/4/1,QEF12,BK1005,QE630
2025/12/18,丸本,KUQ109(整列治具),1,"吊り穴がLMガイドとかぶっておりつれない。
→抜き穴を使って載せました",ご対応ありがとうございます。号口で対応します。,U組付,設計不良,2026/1/8,牧原,2025/12/18,,,2025/12/18,,,,,U組付,設計不良,,第2組付課,9W70435,22246,,P3コイル挿入手治具,1,2025/12/18,QEF12,BK1005,QE630
2025/12/18,丸本,KUQ109(整列治具),16,"ザグリ穴の為、セットボルトでズラすことが出来なかった。
現状ずらしていません。また、重力方向に設けるべきでは","今回、ラックをズラせるように支柱側取付穴を長穴追加工対応します,今後は別途検討します",U組付,設計不良,2026/1/8,牧原,2026/1/23,,,,,,,,U組付,設計不良,中,第2組付課,9W70435,22246,,P3コイル挿入手治具,27,2026/1/23,QEF12,BK1005,QE630
2025/12/18,丸本,KUQ109(整列治具),,肩当する構造と聞いたのですが下が傾き平行に付けれない。,現状のまま,U組付,要望,2026/1/8,牧原,2026/1/8,,,2026/1/8,,,,,U組付,要望,,第2組付課,9W70435,22246,,P3コイル挿入手治具,16,2026/1/8,QEF12,BK1005,QE630
2025/12/22,相見,BHA633(コイル挿入),506K,"アジャストボルトでプーリーを最も近づけても
ベルトを掛けることができない",次回以降対策予定,U組付,設計不良,2025/12/23,島本SN,2025/12/23,,,2026/1/6,,,,,U組付,設計不良,,第2組付課,9W70435,22246,,P3コイル挿入手治具,2,2025/12/23,QEF12,BK1005,QE630
2025/12/22,相見,BHA633(コイル挿入),506K,張力調整時アジャストボルトでプーリーを最も近づけても張力がオーバーしてしまう（約50N）,今回は手治具のため許容,U組付,設計不良,2025/12/23,島本SN,2025/12/23,,,2026/1/6,,,,,U組付,設計不良,,第2組付課,9W70435,22246,,P3コイル挿入手治具,2,2025/12/23,QEF12,BK1005,QE630
2025/12/23,高山EX,BHA633(コイル挿入),9,外径チャックハンドルユニットを組立支援通りに組み立てようとしたら一カ所ボルトが入らない箇所があっ為､ショット図の箇所のボルト無しで組付,ご対応ありがとうございます。号口で対応します。,U組付,設計不良,2025/12/23,島本SN,2025/12/23,,,2025/12/23,,,,,U組付,設計不良,,第2組付課,9W70435,22246,,P3コイル挿入手治具,1,2025/12/23,QEF12,BK1005,QE630
2000/4/1,田中,10_巻出,VGK324,緊急脱出用取っ手無し,"取っ手追加
設変番号：B7-3",総組付,設計不良,2000/4/1,佐藤,2000/4/3,2000/4/4,2000/4/7,2000/4/8,,,,,総組付,設計不良,,第2組付課,5AN8183,21550,,SCCS剥離鍛造機_後端側,1,2000/4/3,QEF12,BL1001,QE630
2025/10/6,宮本,ACD387,12,"位置決め用ピン（◇・〇）図面と径が違う
図面⇒外径Φ12、納入品⇒外径Φ10",正規品購入,ユニット組付,設計不良,2025/10/6,小浦,2025/10/15,2025/10/6,2025/10/15,2025/10/15,,,,,ユニット組付,設計不良,,第2組付課,5AN8183,21550,,SCCS剥離鍛造機_後端側,8,2025/10/15,QEF12,BL1001,QE630
2025/10/6,宮本,ACD387,1,"ボルトの掛かりが短い
※M10で6.5mm",ボルト長さ5mmUPのもの手配,ユニット組付,設計不良,2025/10/6,中江,2025/10/20,2025/10/6,2025/10/20,2025/10/20,,,,,ユニット組付,設計不良,,第2組付課,5AN8183,21550,,SCCS剥離鍛造機_後端側,11,2025/10/20,QEF12,BL1001,QE630
2025/10/6,丸本,ACD386,29,ボールねじにシャフトがつくのですが図面より飛び出してしまいます。問題ないでしょうか？,端面まで締付で問題なし,ユニット組付,確認事項,2025/10/6,小浦,2025/10/6,,,2025/10/6,,,,,ユニット組付,確認事項,,第2組付課,5AN8183,21550,,SCCS剥離鍛造機_後端側,1,2025/10/6,QEF12,BL1001,QE630
2025/10/8,宮本,ACD388,1,内径がテーパになっていてベアリングが入らない,追加工,ユニット組付,加工ミス（外注）,2025/10/8,中江,2025/10/8,,2025/10/8,2025/10/8,,,,,ユニット組付,加工ミス（外注）,,第2組付課,5AN8183,21550,,SCCS剥離鍛造機_後端側,1,2025/10/8,QEF12,BL1001,QE630
2025/10/8,夜久,ACD388,9,meviy品のタップ穴が通常穴になっていた,六角支柱を追加購入,ユニット組付,設計不良,2025/10/8,中江,2025/10/13,2025/10/8,2025/10/13,2025/10/14,,,,,ユニット組付,設計不良,,第2組付課,5AN8183,21550,,SCCS剥離鍛造機_後端側,4,2025/10/13,QEF12,BL1001,QE630
2025/10/8,池田,ACD386,21,スペーサーが０．０３程歪んでおり、規格交差に入れる事が出来ない,"スペーサー中心１点で規格を狙いって頂ければ
問題ないです",ユニット組付,懸念事項,2025/10/8,木下,2025/10/20,,,2025/10/20,,,,,ユニット組付,懸念事項,,第2組付課,5AN8183,21550,,SCCS剥離鍛造機_後端側,9,2025/10/20,QEF12,BL1001,QE630
2025/10/10,夜久,ACD388,8,カラーの面取(オイルシールリップ面との誘い込み)が片面にしかない為、組付手順次第ではピン角側がリップ面に接触する恐れ,今回の組付順ではこの方向でOK,ユニット組付,作業性,2025/10/20,中江,2025/10/20,,,2025/10/20,,,,,ユニット組付,作業性,,第2組付課,5AN8183,21550,,SCCS剥離鍛造機_後端側,7,2025/10/20,QEF12,BL1001,QE630
2025/10/10,宮本,ACD388,1,グリスニップル（GP-AM-6X1）が発注されていない,グリスニップル発注,ユニット組付,手配漏れ,2025/10/13,中江,2025/10/21,2025/10/13,2025/10/21,2025/10/20,,,,,ユニット組付,手配漏れ,,第2組付課,5AN8183,21550,,SCCS剥離鍛造機_後端側,8,2025/10/21,QEF12,BL1001,QE630
2025/10/13,夜久,ACD388,10,"アジャスタボルトがブロックに通らない。
【実測値】
AJKTN10-35：Φ9.36
MVBLK-SCB-4A8-UHMSS：Φ9.33",公差入れたブロックを追加手配,ユニット組付,設計不良,2025/10/13,中江,2025/10/27,2025/10/13,2025/10/27,2025/10/29,,,,,ユニット組付,設計不良,,第2組付課,5AN8183,21550,,SCCS剥離鍛造機_後端側,11,2025/10/27,QEF12,BL1001,QE630
2025/10/14,宮本,ACD388,2,ボルトなめた,ボルト追加手配,ユニット組付,組付不良,2025/10/14,中江,2025/10/27,2025/10/14,2025/10/27,2025/10/21,,,,,ユニット組付,組付不良,,第2組付課,5AN8183,21550,,SCCS剥離鍛造機_後端側,10,2025/10/27,QEF12,BL1001,QE630
